runner_id,name,name_tag,team,position,sb,cs,attempts,success_pct,sprint_speed_ftps,sprint_pctile,hp_to_1b_s,seasons
701538,Jackson Merrill,merrill,SD,CF,16,3,19,84.2,28.5,80.2,4.25,2024
671732,Lawrence Butler,butler,ATH,RF,18,0,18,100.0,27.6,55.0,4.39,2024
605141,Mookie Betts,betts,LAD,SS,16,2,18,88.9,26.7,30.3,4.50,2024
660821,Jesús Sánchez,sánchez,MIA,RF,16,2,18,88.9,27.2,44.6,4.42,2024
608385,Jesse Winker,winker,NYM,RF,14,4,18,77.8,26.1,18.8,4.62,2024
642708,Amed Rosario,rosario,CIN,DH,13,5,18,72.2,29.0,90.6,4.28,2024
516782,Starling Marte,marte,NYM,RF,16,1,17,94.1,27.1,41.4,4.34,2024
543807,George Springer,springer,TOR,RF,16,1,17,94.1,28.1,70.6,4.45,2024
656305,Matt Chapman,chapman,SF,3B,15,2,17,88.2,28.7,85.8,4.40,2024
680757,Steven Kwan,kwan,CLE,LF,12,5,17,70.6,27.1,41.6,4.33,2024
671289,Tyler Freeman,freeman,CLE,CF,11,6,17,64.7,28.2,73.5,4.49,2024
687401,Joey Ortiz,ortiz,MIL,3B,11,6,17,64.7,28.7,85.5,4.28,2024
656716,Zach McKinstry,mckinstry,DET,SS,16,0,16,100.0,28.4,77.3,4.26,2024
593428,Xander Bogaerts,bogaerts,SD,2B,13,3,16,81.2,27.4,48.5,4.41,2024
666969,Adolis García,garcía,TEX,RF,11,5,16,68.8,26.8,31.9,4.47,2024
691026,Masyn Winn,winn,STL,SS,11,5,16,68.8,28.8,87.8,4.22,2024
671739,Michael Harris II,ii,ATL,CF,10,6,16,62.5,28.3,76.1,4.28,2024
677587,Brayan Rocchio,rocchio,CLE,SS,10,6,16,62.5,26.8,33.6,4.58,2024
607043,Brandon Nimmo,nimmo,NYM,LF,15,0,15,100.0,28.0,66.7,4.27,2024
680474,Max Schuemann,schuemann,ATH,SS,14,1,15,93.3,27.8,60.7,4.37,2024
664023,Ian Happ,happ,CHC,LF,13,2,15,86.7,27.9,63.7,4.34,2024
663697,Jonathan India,india,CIN,2B,13,2,15,86.7,28.0,67.4,4.40,2024
622761,Jorge Mateo,mateo,BAL,2B,13,2,15,86.7,29.9,98.6,4.19,2024
676391,Ernie Clement,clement,TOR,3B,12,3,15,80.0,28.4,78.1,4.29,2024
686611,Dylan Crews,crews,WSH,RF,12,3,15,80.0,29.3,93.8,4.23,2024
606192,Teoscar Hernández,hernández,LAD,LF,12,3,15,80.0,28.6,83.4,4.37,2024
607680,Kevin Pillar,pillar,LAA,CF,12,3,15,80.0,28.4,78.4,4.41,2024
669003,Garrett Mitchell,mitchell,MIL,CF,11,4,15,73.3,29.5,94.9,4.10,2024
666624,Christopher Morel,morel,TB,2B,8,7,15,53.3,27.3,45.8,4.53,2024
657136,Connor Wong,wong,BOS,C,8,7,15,53.3,28.4,77.5,4.39,2024
641343,Jake Bauers,bauers,MIL,1B,13,1,14,92.9,27.2,43.9,4.43,2024
656413,Stuart Fairchild,fairchild,CIN,CF,13,1,14,92.9,29.1,91.9,4.31,2024
663853,Romy Gonzalez,gonzalez,BOS,X,11,3,14,78.6,28.9,88.5,4.29,2024
676694,Jake Meyers,meyers,HOU,CF,11,3,14,78.6,28.9,89.7,4.36,2024
667670,Brent Rooker,rooker,ATH,DH,11,3,14,78.6,27.6,57.7,4.53,2024
665487,Fernando Tatis Jr.,jr,SD,RF,11,3,14,78.6,28.4,78.9,4.37,2024
668942,Josh Rojas,rojas,SEA,3B,10,4,14,71.4,27.0,39.1,4.40,2024
672761,Wenceel Pérez,pérez,DET,RF,9,5,14,64.3,28.2,73.3,4.33,2024
572191,Michael A. Taylor,taylor,PIT,CF,12,1,13,92.3,28.5,80.7,4.30,2024
663647,Ke'Bryan Hayes,hayes,PIT,3B,11,2,13,84.6,26.4,23.5,4.61,2024
664728,Kyle Isbel,isbel,KC,CF,11,2,13,84.6,27.9,65.3,4.31,2024
643396,Isiah Kiner-Falefa,kinerfalefa,PIT,SS,11,2,13,84.6,27.8,63.5,4.35,2024
702358,Trey Lipscomb,lipscomb,WSH,3B,11,2,13,84.6,27.5,54.0,4.61,2024
592518,Manny Machado,machado,SD,3B,11,2,13,84.6,25.8,13.8,4.71,2024
670042,Luke Raley,raley,SEA,LF,11,2,13,84.6,28.9,88.8,4.31,2024
669701,Josh Smith,smith,TEX,3B,11,2,13,84.6,27.6,55.6,4.39,2024
621438,Tyrone Taylor,taylor,NYM,RF,11,2,13,84.6,28.9,88.7,4.41,2024
595777,Jurickson Profar,profar,SD,LF,10,3,13,76.9,26.5,26.2,4.42,2024
676475,Alec Burleson,burleson,STL,DH,9,4,13,69.2,25.5,11.3,4.60,2024
681297,Colton Cowser,cowser,BAL,LF,9,4,13,69.2,28.2,72.4,4.23,2024
678009,Parker Meadows,meadows,DET,CF,9,4,13,69.2,29.3,94.2,4.18,2024
545121,Ildemaro Vargas,vargas,WSH,3B,9,4,13,69.2,26.7,29.2,4.48,2024
669289,Santiago Espinal,espinal,CIN,3B,11,1,12,91.7,27.3,47.6,4.42,2024
608671,Travis Jankowski,jankowski,TEX,RF,11,1,12,91.7,28.5,81.9,4.23,2024
668804,Bryan Reynolds,reynolds,PIT,LF,10,2,12,83.3,28.0,68.8,4.38,2024
662139,Daulton Varsho,varsho,TOR,CF,10,2,12,83.3,28.5,81.6,4.24,2024
650333,Luis Arraez,arraez,SD,1B,9,3,12,75.0,26.7,31.3,4.47,2024
682622,Noelvi Marte,marte,CIN,3B,9,3,12,75.0,28.8,88.3,4.43,2024
666160,Mickey Moniak,moniak,LAA,CF,8,4,12,66.7,28.6,82.7,4.28,2024
670032,Nicky Lopez,lopez,CWS,2B,5,7,12,41.7,27.1,42.1,4.31,2024
502671,Paul Goldschmidt,goldschmidt,STL,1B,11,0,11,100.0,26.3,21.6,4.58,2024
663656,Kyle Tucker,tucker,HOU,RF,11,0,11,100.0,26.0,17.2,4.52,2024
694384,Nolan Schanuel,schanuel,LAA,1B,10,1,11,90.9,26.4,24.2,4.47,2024
669911,Michael Toglia,toglia,COL,1B,10,1,11,90.9,27.4,48.8,4.53,2024
641355,Cody Bellinger,bellinger,CHC,RF,9,2,11,81.8,28.4,79.1,4.11,2024
661388,William Contreras,contreras,MIL,C,9,2,11,81.8,26.4,23.2,4.52,2024
518692,Freddie Freeman,freeman,LAD,1B,9,2,11,81.8,25.8,14.5,4.63,2024
677800,Wilyer Abreu,abreu,BOS,RF,8,3,11,72.7,27.5,51.0,4.38,2024
657656,Ramón Laureano,laureano,ATL,RF,8,3,11,72.7,27.8,61.2,4.41,2024
543760,Marcus Semien,semien,TEX,2B,8,3,11,72.7,28.5,80.0,4.40,2024
547180,Bryce Harper,harper,PHI,1B,7,4,11,63.6,27.4,49.0,4.42,2024
592626,Joc Pederson,pederson,AZ,DH,7,4,11,63.6,25.5,9.7,4.56,2024
665742,Juan Soto,soto,NYY,RF,7,4,11,63.6,26.8,32.4,4.36,2024
678662,Ezequiel Tovar,tovar,COL,SS,6,5,11,54.5,28.1,71.0,4.36,2024
660644,Vidal Bruján,bruján,MIA,2B,5,6,11,45.5,27.5,52.7,4.37,2024
592450,Aaron Judge,judge,NYY,CF,10,0,10,100.0,26.8,32.0,4.76,2024
670770,TJ Friedl,friedl,CIN,CF,9,1,10,90.0,26.5,26.4,4.44,2024
672695,Geraldo Perdomo,perdomo,AZ,SS,9,1,10,90.0,27.0,39.5,4.50,2024
592696,Eddie Rosario,rosario,ATL,LF,9,1,10,90.0,27.3,47.4,4.32,2024
669261,Jack Suwinski,suwinski,PIT,CF,9,1,10,90.0,28.3,74.5,4.27,2024
676801,Chas McCormick,mccormick,HOU,LF,8,2,10,80.0,28.7,85.7,4.29,2024
683083,Nasim Nuñez,nuñez,WSH,SS,8,2,10,80.0,29.5,95.4,4.15,2024
500743,Miguel Rojas,rojas,LAD,SS,8,2,10,80.0,25.8,14.3,4.65,2024
668885,Austin Martin,martin,MIN,LF,7,3,10,70.0,28.3,76.6,4.41,2024
663457,Lars Nootbaar,nootbaar,STL,RF,7,3,10,70.0,27.0,39.8,4.36,2024
502054,Tommy Pham,pham,KC,LF,7,3,10,70.0,27.2,43.0,4.61,2024
621493,Taylor Ward,ward,LAA,LF,6,4,10,60.0,26.8,34.7,4.55,2024
680977,Brendan Donovan,donovan,STL,LF,5,5,10,50.0,27.0,38.8,4.36,2024
624503,Nick Gordon,gordon,MIA,LF,5,5,10,50.0,27.7,60.4,4.37,2024
641857,Ryan McMahon,mcmahon,COL,3B,4,6,10,40.0,25.9,15.6,4.66,2024
645277,Ozzie Albies,albies,ATL,2B,8,1,9,88.9,27.2,43.7,4.29,2024
595879,Javier Báez,báez,DET,SS,8,1,9,88.9,27.5,51.2,4.52,2024
621028,Kevin Newman,newman,AZ,SS,8,1,9,88.9,27.5,53.3,4.48,2024
669707,Jared Triolo,triolo,PIT,3B,8,1,9,88.9,28.5,80.9,4.35,2024
642180,Tyler Wade,wade,SD,3B,8,1,9,88.9,28.7,84.2,4.23,2024
621439,Byron Buxton,buxton,MIN,CF,7,2,9,77.8,29.7,97.5,4.10,2024
641658,Garrett Hampson,hampson,KC,CF,7,2,9,77.8,29.8,97.7,4.22,2024
672284,Jarred Kelenic,kelenic,ATL,LF,7,2,9,77.8,27.9,64.6,4.39,2024
686676,Korey Lee,lee,CWS,C,6,3,9,66.7,27.6,57.2,4.58,2024
666310,Bo Naylor,naylor,CLE,C,6,3,9,66.7,26.6,27.8,4.52,2024
596115,Trevor Story,story,BOS,SS,6,3,9,66.7,28.1,71.9,4.36,2024
676059,Jordan Westburg,westburg,BAL,3B,6,3,9,66.7,29.0,90.8,4.25,2024
666134,Nolan Jones,jones,COL,LF,5,4,9,55.6,28.1,70.1,4.48,2024
665923,Esteury Ruiz,ruiz,ATH,LF,5,4,9,55.6,29.4,94.3,,2024
687597,Jordan Beck,beck,COL,LF,7,1,8,87.5,28.6,82.5,4.35,2024
666971,Lourdes Gurriel Jr.,jr,AZ,LF,7,1,8,87.5,26.6,28.0,4.60,2024
690993,Colt Keith,keith,DET,2B,7,1,8,87.5,27.7,57.9,4.32,2024
606466,Ketel Marte,marte,AZ,2B,7,1,8,87.5,27.1,40.5,4.40,2024
624641,Edmundo Sosa,sosa,PHI,SS,7,1,8,87.5,29.2,92.7,4.32,2024
678225,Ji Hwan Bae,bae,PIT,CF,6,2,8,75.0,29.0,91.2,4.06,2024
672642,Steward Berroa,berroa,TOR,X,6,2,8,75.0,28.9,90.1,,2024
453568,Charlie Blackmon,blackmon,COL,DH,6,2,8,75.0,27.4,50.4,4.35,2024
592206,Nick Castellanos,castellanos,PHI,RF,6,2,8,75.0,27.4,48.1,4.49,2024
656537,Derek Hill,hill,MIA,CF,6,2,8,75.0,29.5,95.0,4.23,2024
578428,Jose Iglesias,iglesias,NYM,2B,6,2,8,75.0,28.6,83.5,4.17,2024
595281,Kevin Kiermaier,kiermaier,LAD,CF,6,2,8,75.0,28.7,84.1,4.27,2024
655316,Andruw Monasterio,monasterio,MIL,3B,6,2,8,75.0,27.6,56.6,4.40,2024
647304,Josh Naylor,naylor,CLE,1B,6,2,8,75.0,25.2,7.6,4.70,2024
623912,Harold Ramírez,ramírez,WSH,DH,6,2,8,75.0,28.0,66.5,4.29,2024
643565,Mike Tauchman,tauchman,CHC,RF,6,2,8,75.0,27.2,44.8,4.48,2024
669208,Ryan Bliss,bliss,SEA,2B,5,3,8,62.5,28.5,79.3,,2024
693304,Nick Gonzales,gonzales,PIT,2B,5,3,8,62.5,29.2,92.6,4.27,2024
668952,Ryan Kreidler,kreidler,DET,SS,5,3,8,62.5,27.5,54.3,4.48,2024
656941,Kyle Schwarber,schwarber,PHI,DH,5,3,8,62.5,25.8,13.6,4.56,2024
641313,Tim Anderson,anderson,MIA,SS,4,4,8,50.0,27.1,40.9,4.44,2024
669004,MJ Melendez,melendez,KC,LF,4,4,8,50.0,27.8,60.5,4.20,2024
571657,Kyle Farmer,farmer,MIN,2B,3,5,8,37.5,25.9,15.9,4.68,2024
592192,Mark Canha,canha,SF,1B,7,0,7,100.0,27.8,61.6,4.37,2024
669357,Nolan Gorman,gorman,STL,2B,6,1,7,85.7,26.2,20.2,4.42,2024
663728,Cal Raleigh,raleigh,SEA,C,6,1,7,85.7,26.6,28.5,4.56,2024
671218,Heliot Ramos,ramos,SF,CF,6,1,7,85.7,27.9,65.5,4.45,2024
543685,Anthony Rendon,rendon,LAA,3B,6,1,7,85.7,26.8,32.7,4.54,2024
677588,José Tena,tena,WSH,3B,6,1,7,85.7,28.1,70.8,4.23,2024
545361,Mike Trout,trout,LAA,CF,6,1,7,85.7,28.9,89.2,4.35,2024
663837,Matt Vierling,vierling,DET,CF,6,1,7,85.7,28.8,87.4,4.43,2024
672356,Gabriel Arias,arias,CLE,3B,5,2,7,71.4,27.4,50.3,4.52,2024
664761,Alec Bohm,bohm,PHI,3B,5,2,7,71.4,26.3,22.3,4.70,2024
595909,Jake Cave,cave,COL,RF,5,2,7,71.4,27.7,59.3,4.34,2024
630105,Jake Cronenworth,cronenworth,SD,1B,5,2,7,71.4,27.7,59.6,4.41,2024
650559,Bryan De La Cruz,cruz,PIT,RF,5,2,7,71.4,27.5,53.8,4.53,2024
656541,Sam Hilliard,hilliard,COL,LF,5,2,7,71.4,28.8,86.7,4.21,2024
667452,Corey Julks,julks,CWS,RF,5,2,7,71.4,28.5,81.4,4.38,2024
666158,Gavin Lux,lux,LAD,2B,5,2,7,71.4,27.7,59.8,4.28,2024
600869,Jeimer Candelario,candelario,CIN,3B,4,3,7,57.1,27.4,49.7,4.52,2024
650402,Gleyber Torres,torres,NYY,2B,4,3,7,57.1,26.6,27.4,4.56,2024
657088,Forrest Wall,wall,MIA,RF,4,3,7,57.1,28.8,86.2,,2024
670541,Yordan Alvarez,alvarez,HOU,DH,6,0,6,100.0,26.1,19.3,4.59,2024
669242,Tommy Edman,edman,LAD,CF,6,0,6,100.0,27.9,64.8,4.34,2024
666397,Edouard Julien,julien,MIN,2B,6,0,6,100.0,26.7,30.8,4.40,2024
664901,Danny Mendick,mendick,CWS,3B,6,0,6,100.0,26.5,26.0,4.61,2024
676914,Davis Schneider,schneider,TOR,LF,6,0,6,100.0,27.2,44.4,4.53,2024
640492,José Azócar,azócar,SD,LF,5,1,6,83.3,29.0,91.0,4.36,2024
542932,Jon Berti,berti,NYY,3B,5,1,6,83.3,29.0,90.4,4.30,2024
666182,Bo Bichette,bichette,TOR,SS,5,1,6,83.3,27.3,46.2,4.51,2024
669743,Alex Call,call,WSH,RF,5,1,6,83.3,28.0,67.1,4.32,2024
664040,Brandon Lowe,lowe,TB,2B,5,1,6,83.3,27.2,44.1,4.40,2024
643446,Jeff McNeil,mcneil,NYM,2B,5,1,6,83.3,26.3,21.9,4.26,2024
687363,Victor Scott II,ii,STL,CF,5,1,6,83.3,30.0,99.6,4.13,2024
669699,Braden Shewmake,shewmake,CWS,SS,5,1,6,83.3,27.8,62.7,4.47,2024
621035,Chris Taylor,taylor,LAD,LF,5,1,6,83.3,28.1,71.5,4.42,2024
686823,Will Brennan,brennan,CLE,RF,4,2,6,66.7,28.2,73.8,4.33,2024
664913,Seth Brown,brown,ATH,LF,4,2,6,66.7,27.4,50.6,4.56,2024
665828,Oswaldo Cabrera,cabrera,NYY,3B,4,2,6,66.7,27.4,48.3,4.50,2024
682985,Riley Greene,greene,DET,LF,4,2,6,66.7,27.7,60.0,4.39,2024
641645,Luis Guillorme,guillorme,AZ,2B,4,2,6,66.7,24.7,4.1,4.67,2024
669127,Shea Langeliers,langeliers,ATH,C,4,2,6,66.7,27.8,63.2,4.58,2024
694388,Joey Loperfido,loperfido,TOR,LF,4,2,6,66.7,28.8,86.9,4.32,2024
593871,Jorge Polanco,polanco,SEA,2B,4,2,6,66.7,27.5,51.9,4.36,2024
647351,Abraham Toro,toro,ATH,3B,4,2,6,66.7,27.9,63.9,4.28,2024
681393,Connor Norby,norby,MIA,3B,3,3,6,50.0,29.3,93.5,4.38,2024
663662,Daz Cameron,cameron,ATH,LF,5,0,5,100.0,28.4,78.8,4.48,2024
641487,J.P. Crawford,crawford,SEA,SS,5,0,5,100.0,26.8,34.3,4.55,2024
691176,Jasson Domínguez,domínguez,NYY,LF,5,0,5,100.0,27.8,61.1,,2024
668752,Duke Ellis,ellis,,X,5,0,5,100.0,,,,2024
671056,Iván Herrera,herrera,STL,C,5,0,5,100.0,27.3,48.0,4.56,2024
518792,Jason Heyward,heyward,HOU,RF,5,0,5,100.0,26.8,32.2,4.50,2024
622534,Manuel Margot,margot,MIN,LF,5,0,5,100.0,27.5,53.5,4.41,2024
687529,Grant McCray,mccray,SF,CF,5,0,5,100.0,29.2,92.2,4.25,2024
596117,Garrett Stubbs,stubbs,PHI,C,5,0,5,100.0,28.0,68.3,4.40,2024
669352,Bubba Thompson,thompson,,X,5,0,5,100.0,,,,2024
621550,Patrick Wisdom,wisdom,CHC,X,5,0,5,100.0,27.8,62.1,4.48,2024
575929,Willson Contreras,contreras,STL,C,4,1,5,80.0,27.1,41.1,4.61,2024
681807,David Fry,fry,CLE,DH,4,1,5,80.0,26.2,19.8,4.77,2024
663616,Trevor Larnach,larnach,MIN,LF,4,1,5,80.0,26.3,23.0,4.61,2024
667472,Dane Myers,myers,MIA,RF,4,1,5,80.0,28.5,80.4,4.36,2024
677950,Alek Thomas,thomas,AZ,CF,4,1,5,80.0,27.8,62.3,4.28,2024
609280,Miguel Andujar,andujar,ATH,LF,3,2,5,60.0,26.6,27.1,4.59,2024
643217,Andrew Benintendi,benintendi,CWS,LF,3,2,5,60.0,26.7,31.0,4.45,2024
643289,Mauricio Dubón,dubón,HOU,LF,3,2,5,60.0,27.3,47.1,4.34,2024
457705,Andrew McCutchen,mccutchen,PIT,DH,3,2,5,60.0,26.8,33.8,4.57,2024
682177,Daniel Schneemann,schneemann,CLE,SS,3,2,5,60.0,28.3,75.9,4.36,2024
596103,Austin Slater,slater,BAL,LF,3,2,5,60.0,28.2,73.1,4.39,2024
573262,Mike Yastrzemski,yastrzemski,SF,RF,3,2,5,60.0,27.2,45.0,4.37,2024
668709,JJ Bleday,bleday,ATH,CF,2,3,5,40.0,27.6,56.5,4.40,2024
628451,Andy Ibáñez,ibáñez,DET,X,2,3,5,40.0,27.6,55.4,4.35,2024
808982,Jung Hoo Lee,lee,SF,CF,2,3,5,40.0,28.4,77.2,4.15,2024
681351,Logan O'Hoppe,ohoppe,LAA,C,2,3,5,40.0,28.1,71.2,4.46,2024
689172,Brett Wisely,wisely,SF,2B,2,3,5,40.0,27.8,62.8,4.36,2024
672275,Patrick Bailey,bailey,SF,C,4,0,4,100.0,25.2,6.7,4.71,2024
681460,Brooks Baldwin,baldwin,CWS,2B,4,0,4,100.0,29.1,91.5,,2024
656248,Sean Bouchard,bouchard,COL,RF,4,0,4,100.0,27.1,42.7,4.56,2024
702616,Jackson Holliday,holliday,BAL,2B,4,0,4,100.0,29.4,94.5,4.22,2024
673962,Josh Jung,jung,TEX,3B,4,0,4,100.0,27.3,46.7,4.57,2024
686452,Drew Millas,millas,WSH,C,4,0,4,100.0,28.3,75.8,4.38,2024
641933,Tyler O'Neill,oneill,BOS,LF,4,0,4,100.0,27.5,50.8,4.50,2024
467793,Carlos Santana,santana,MIN,1B,4,0,4,100.0,25.9,15.4,4.62,2024
677942,Blaze Alexander,alexander,AZ,SS,3,1,4,75.0,28.6,82.1,4.32,2024
608324,Alex Bregman,bregman,HOU,3B,3,1,4,75.0,26.7,29.6,4.55,2024
682729,Jonatan Clase,clase,TOR,CF,3,1,4,75.0,30.0,99.3,,2024
608336,Joey Gallo,gallo,WSH,1B,3,1,4,75.0,26.5,25.7,4.65,2024
682657,Angel Martínez,martínez,CLE,CF,3,1,4,75.0,27.6,55.8,4.39,2024
672515,Gabriel Moreno,moreno,AZ,C,3,1,4,75.0,27.2,45.1,4.42,2024
656811,Ryan O'Hearn,ohearn,BAL,1B,3,1,4,75.0,27.8,60.9,4.46,2024
660688,Keibert Ruiz,ruiz,WSH,C,3,1,4,75.0,25.0,5.5,4.85,2024
672820,Lenyn Sosa,sosa,CWS,3B,3,1,4,75.0,27.3,46.5,4.65,2024
657061,Cole Tucker,tucker,LAA,3B,3,1,4,75.0,28.0,69.2,,2024
678246,Miguel Vargas,vargas,CWS,3B,3,1,4,75.0,28.6,82.3,4.29,2024
543877,Christian Vázquez,vázquez,MIN,C,3,1,4,75.0,24.8,4.4,4.85,2024
642201,Eli White,white,ATL,RF,3,1,4,75.0,29.6,96.5,,2024
571448,Nolan Arenado,arenado,STL,3B,2,2,4,50.0,25.3,7.8,4.72,2024
657557,Paul DeJong,dejong,KC,3B,2,2,4,50.0,26.8,34.9,4.59,2024
642731,Thairo Estrada,estrada,SF,2B,2,2,4,50.0,28.0,66.4,4.33,2024
665489,Vladimir Guerrero Jr.,jr,TOR,1B,2,2,4,50.0,27.2,44.2,4.58,2024
669720,Austin Hays,hays,PHI,LF,2,2,4,50.0,27.1,42.8,4.46,2024
