play_id,is_lhp,bat_side_r,pitch_code,balls,strikes,outs,inning,score_diff
5b8ba9bb-97d4-4261-a650-d2b0236f85f9,0,1,FF,2,2,0,7,2
c8b2cf0a-f777-40e7-a413-dab1bfd53a6e,1,1,FC,1,0,2,5,1
57f774a9-dc8a-4d03-a909-15d07c586fd9,0,1,CH,1,3,0,7,0
9f1f7da6-7164-4176-a610-82610b6bc837,0,0,SI,3,1,0,7,0
93530182-b245-46d5-be49-9ecaf743829a,0,1,SL,2,2,1,6,1
fc9cb197-e335-45d2-b9a7-5b64b488ce1c,1,1,,3,2,2,3,1
2c2d4d70-87f4-4578-9273-ef8f86221077,1,1,SI,1,0,1,3,1
597b2764-3a1a-4309-b111-c813853454c5,1,1,SI,1,0,2,7,0
ba4a9112-084d-48b1-8296-00070c6522e8,0,1,FC,0,1,2,4,-2
a52c3355-31a7-46cf-9637-2adacedc6d7c,0,1,FF,1,1,0,6,6
