season,rank,runner_id,player_name,sprint_speed,SB_used,CS_used,real_sb_pct,sb_residual,r_primary_lead,r_secondary_lead,r_sec_minus_prim_lead,accel_0_30
2025,9,665750,Leody Taveras,28.8,9,3,0.7510178213456598,-0.020080030545050365,11.69019171,14.975797927,3.285606218,1.71
2025,10,666152,David Hamilton,29.3,22,6,0.7808273625114005,-0.0032636209301587504,12.102747967,16.359089431,4.256341463,1.71
2025,11,808975,Hyeseong Kim,28.7,13,1,0.8824896296250639,0.11362800597286626,11.931405594,15.748111888,3.816706294,1.71
2025,12,680776,Jarren Duran,29.1,24,6,0.7933515132250347,0.014820180475471623,11.817132841,15.494608856,3.677476015,1.71
2025,13,656775,Cedric Mullins,28.4,22,4,0.8312033213831037,0.06832558630313124,12.201346821,15.954560694,3.753213873,1.72
2025,14,695734,Daylen Lile,29.1,8,6,0.6193317348882218,-0.1591995978613413,11.590785235,14.467479866,2.876694631,1.72
2025,15,660271,Shohei Ohtani,28.0,20,6,0.7666871923508457,0.010096784366108058,11.510135065,14.947436364,3.437301299,1.72
2026,1,802415,Chandler Simpson,29.6,14,8,0.6580482578843042,-0.1352881967743923,12.159847107,15.756681818,3.596834711,1.65
2026,2,683083,Nasim Nuñez,29.6,22,2,0.8885276883750419,0.09519123371634541,11.528732719,16.03464977,4.505917051,1.67
2026,3,691718,Pete Crow-Armstrong,29.2,12,4,0.7508239506131531,-0.03042680780379836,12.341284884,16.264784884,3.9235,1.67
2026,4,687363,Victor Scott II,29.7,7,4,0.6729564351797634,-0.12370344193241589,12.293602339,15.567795322,3.274192982,1.68
2026,5,666152,David Hamilton,29.4,10,3,0.7648501646042342,-0.022201843219151418,12.102747967,16.359089431,4.256341463,1.68
2026,6,669003,Garrett Mitchell,29.7,6,4,0.6511535308584143,-0.14550634625376502,11.222261084,13.818778325,2.596517241,1.7
2026,7,680776,Jarren Duran,29.0,10,0,0.917820197525081,0.14188749108568777,11.817132841,15.494608856,3.677476015,1.7
2026,8,656775,Cedric Mullins,27.4,10,5,0.6883651481438108,-0.062418249914644064,12.201346821,15.954560694,3.753213873,1.72
2026,9,701538,Jackson Merrill,28.6,10,0,0.917820197525081,0.15107400275417726,11.943645455,15.626168182,3.682522727,1.72
2026,10,677951,Bobby Witt Jr.,30.5,16,3,0.8236376234531756,-0.00395841014675502,13.020939024,17.521530488,4.500591463,1.73
2026,11,695578,James Wood,27.6,10,1,0.8604564351797634,0.10822056457475693,10.639444444,13.369237037,2.729792593,1.73
2026,12,669364,Xavier Edwards,28.1,8,2,0.7844868641917476,0.026505823469029965,12.329751656,16.729523179,4.399771523,1.73
2026,13,682928,CJ Abrams,28.4,8,4,0.692194291933895,-0.07068344314607744,11.387557632,14.592401869,3.204844237,1.73
2026,14,665862,Jazz Chisholm Jr.,28.4,13,3,0.7984429982322008,0.0355652631522283,12.165130769,17.803053846,5.637923077,1.73
2026,15,701807,Carson Benge,28.5,9,2,0.7979564351797634,0.03320486993293503,12.281895307,14.907685921,2.625790614,1.73
